"course_id"	"institution_code"	"course_title"	"course_dept"	"course_desc"	"course_topics"
"1074"	"DePaul"	"CSC 575: Intelligent Information Retrieval"	NULL	"Examination of the design, implementation, and evaluation of information retrieval systems. The focus is on the underlying retrieval models, algorithms, and system implementations. Also examined is how an effective information search and retrieval is interrelated with the organization and description of information to be retrieved. Topics include: automatic indexing; thesaurus generation; Boolean, vector-space, and probabilistic models; clustering and classification; information filtering; distributed IR on the WWW; intelligent information agents; IR system evaluation; information visualization; and natural language processing in IR. Throughout the course, current literature from the viewpoints of both research and practical retrieval technologies both on and off the World Wide Web will be examined."	NULL
"1075"	"DePaul"	"CSC 478: Programming Machine Learning Applications"	NULL	"The course will focus on the implementations of various data mining and machine learning techniques using a high-level programming language. Students will have hands on experience developing both supervised and unsupervised machine learning algorithms and will learn how to employ these techniques in the context of popular applications including automatic personalization, recommender systems, searching and ranking, text mining, group and community discovery, and social media analytics."	NULL
"1076"	"DePaul"	"CSC 555: Mining Big Data"	NULL	"Introduction to fundamentals of distributed file systems and map-reduce technology (e.g., Hadoop); tuning map-reduce performance in a distributed network. Algorithms and tools for mining massive data sets and discussion of current challenges. Applications in clustering, similarity search, classification, data warehousing (e.g., Hive), machine learning (e.g., Mahout)."	NULL
"1077"	"DePaul"	"CSC 529: Advanced Data Mining"	NULL	"The course is for students with prior background in data mining or machine learning techniques, and covers more advanced modeling techniques, including ensemble learning, extended linear models such as support vector machines, probabilistic graphical models, mixture and latent variable models, matrix factorization and link analysis. Application of the models will be presented in popular domains such as Web and social media analytics, text mining, crime analysis, community discovery, and health informatics."	NULL
"1078"	"DePaul"	"CSC 521: Monte Carlo Algorithms"	NULL	"A course about the use of random numbers for numerical computation with particular emphasis on implementation issues and applications in science and finance. Covered topics include: pseudo random number generators, the inversion method, the accept-reject method, discrete event simulations, multi-dimensional integration, the Metropolis and the Bootstrap algorithms."	NULL
"1079"	"DePaul"	"CSC 578: Neural Networks and Deep Learning"	NULL	"Course focuses on the algorithms, implement, and application of neural networks for learning about data. It will present how neural networks represent data and learn in supervised and unsupervised contexts with applications to language processing, classification, and regression problems. Topics include learning algorithms, and optimization methods, deep learning methods for deriving deep representations from surface features, recursive networks, Boltzmann machines and convolutional networks."	NULL
"1080"	"DePaul"	"CSC 425: Time Series Analysis and Forecasting"	NULL	"The course introduces students to statistical models for time series analysis and forecasting. The course topics include: autocorrelated data analysis, Box-Jenkins models (autoregressive, moving average, and autoregressive moving average models), analysis of seasonality, volatility models (GARCH-type, GARCH-M type, etc.), forecasting evaluation and diagnostics checking. The course will emphasize applications to financial data, volatility modeling and risk management. Real examples will be used throughout the course."	NULL
"1081"	"DePaul"	"CSC 433: Scripting for Data Analysis"	NULL	"Data access and transformation with modern statistical software such as SAS and R. Report writing, data graphing and visualization, writing macros and functions to automate tasks and statistical analyses."	NULL
"1082"	"DePaul"	"CSC 452: Database Programming"	NULL	"Programming in a large-scale relational database environment using procedural languages. Topics covered in the course include: procedural extension of query languages, runtime error handling, subprograms (procedures and functions), packages, database triggers, dynamic query language. Optional topics include transaction management, reliability, and security."	NULL
"1083"	"DePaul"	"CSC 465: Data Visualization"	NULL	"An introduction to data visualization techniques to enhance the exploration and analysis of large data sets from a wide range of fields including commercial, financial, medical, scientific and engineering applications. Topics include visual encoding of numeric data, graphical integrity and effective visualization design, visualizing distributions and correlation, false-color techniques for feature extraction and enhancement, basic network visualization and graph layout, isosurface generation, geospatial visualization and volumetric rendering techniques. The course explores both existing visualization software packages and code interfaces for data visualization."	NULL
"1084"	"DePaul"	"CSC 478: Programming Machine Learning Applications"	NULL	"The course will focus on the implementations of various data mining and machine learning techniques using a high-level programming language. Students will have hands on experience developing both supervised and unsupervised machine learning algorithms and will learn how to employ these techniques in the context of popular applications including automatic personalization, recommender systems, searching and ranking, text mining, group and community discovery, and social media analytics."	NULL
"1085"	"DePaul"	"CSC 481: Introduction to Image Processing"	NULL	"The course is a prerequisite for more advanced Visual Computing (VC) courses and the students will be challenged to implement VC algorithms for real world applications. The topics covered in the course include: components of an image processing system and its applications, elements of visual perception, sampling and quantization, image enhancement by histogram equalization, color spaces and transformations, introduction to segmentation (Edge detection), and morphological image processing."	NULL
"1086"	"DePaul"	"CSC 425: Time Series Analysis and Forecasting"	NULL	"The course introduces students to statistical models for time series analysis and forecasting. The course topics include: autocorrelated data analysis, Box-Jenkins models (autoregressive, moving average, and autoregressive moving average models), analysis of seasonality, volatility models (GARCH-type, GARCH-M type, etc.), forecasting evaluation and diagnostics checking. The course will emphasize applications to financial data, volatility modeling and risk management. Real examples will be used throughout the course."	NULL
"1087"	"DePaul"	"CSC 433: Scripting for Data Analysis"	NULL	"Data access and transformation with modern statistical software such as SAS and R.  Report writing, data graphing and visualization, writing macros and functions to automate tasks and statistical analyses."	NULL
"1088"	"DePaul"	"CSC 452: Database Programming"	NULL	"Programming in a large-scale relational database environment using procedural languages. Topics covered in the course include: procedural extension of query languages, runtime error handling, subprograms (procedures and functions), packages, database triggers, dynamic query language. Optional topics include transaction management, reliability, and security."	NULL
"1089"	"DePaul"	"CSC 465: Data Visualization"	NULL	"An introduction to data visualization techniques to enhance the exploration and analysis of large data sets from a wide range of fields including commercial, financial, medical, scientific and engineering applications. Topics include visual encoding of numeric data, graphical integrity and effective visualization design, visualizing distributions and correlation, false-color techniques for feature extraction and enhancement, basic network visualization and graph layout, isosurface generation, geospatial visualization and volumetric rendering techniques. The course explores both existing visualization software packages and code interfaces for data visualization."	NULL
"1090"	"DePaul"	"CSC 478: Programming Machine Learning Applications"	NULL	"The course will focus on the implementations of various data mining and machine learning techniques using a high-level programming language.  Students will have hands on experience developing both supervised and unsupervised machine learning algorithms and will learn how to employ these techniques in the context of popular applications including automatic personalization, recommender systems, searching and ranking, text mining, group and community discovery, and social media analytics."	NULL
"1091"	"DePaul"	"CSC 481: Introduction to Image Processing"	NULL	"The course is a prerequisite for more advanced Visual Computing (VC) courses and the students will be challenged to implement VC algorithms for real world applications.  The topics covered in the course include: components of an image processing system and its applications, elements of visual perception, sampling and quantization, image enhancement by histogram equalization, color spaces and transformations, introduction to segmentation (Edge detection), and morphological image processing."	NULL
"1092"	"DePaul"	"CSC 482: Applied Image Analysis"	NULL	"Fundamentals of computational image analysis will be explored in terms of its two most important components, image information extraction and modeling of image patterns.  These components will be studied in the context of image representation, segmentation, classification, retrieval and recognition.  The course will be useful for students interested in image analysis related to areas such as image databases, multimedia management, animation, GIS, computer graphics, medical imaging, remote sensing and robotics.  Specific topics include, but are not limited to segmentation, multi-scale representation, shape analysis, texture analysis, Fourier analysis, wavelets, Gabor and fractal analysis, template matching, and object recognition."	NULL
"1093"	"DePaul"	"CSC 495: Social Network Analysis"	NULL	"This course is an introduction to the concepts and methods of social network analysis. Students will learn to extract and manage data about network structure and dynamics, and to analyze, model and visualize such data. Students will use software tools to model and visualize network structure and dynamics. Specific network applications to be discussed include online social networks, collaboration networks, and communication networks."	NULL
"1094"	"DePaul"	"CSC 521: Monte Carlo Algorithms"	NULL	"A course about the use of random numbers for numerical computation with particular emphasis on implementation issues and applications in science and finance. Covered topics include: pseudo random number generators, the inversion method, the accept-reject method, discrete event simulations, multi-dimensional integration, the Metropolis and the Bootstrap algorithms."	NULL
"1095"	"DePaul"	"CSC 529: Advanced Data Mining"	NULL	"The course is for students with prior background in data mining or machine learning techniques, and covers more advanced modeling techniques, including ensemble learning, extended linear models such as support vector machines, probabilistic graphical models, mixture and latent variable models, matrix factorization and link analysis.  Application of the models will be presented in popular domains such as Web and social media analytics, text mining, crime analysis, community discovery, and health informatics."	NULL
"1096"	"DePaul"	"CSC 543: Spatial Databases and Geographic Information Systems"	NULL	"This course considers how spatial databases work within a GIS, how data is structured, stored, indexed, retrieved, and displayed.  Other topics may include fuzzy spatial databases, temporal spatial databases, and multiple criteria spatial decision making. The class will consist of hands-on work with commercial products, as well as investigating the state of-the art research in the field.  Prerequisites: CSC 453 or CSC 455"	NULL
"1097"	"DePaul"	"CSC 555: Mining Big Data"	NULL	"Introduction to fundamentals of distributed file systems and map-reduce technology (e.g., Hadoop); tuning map-reduce performance in a distributed network. Algorithms and tools for mining massive data sets and discussion of current challenges. Applications in clustering, similarity search, classification, data warehousing (e.g., Hive), machine learning (e.g., Mahout)."	NULL
"1098"	"DePaul"	"CSC 575: Intelligent Information Retrieval"	NULL	"Examination of the design, implementation, and evaluation of information retrieval systems. The focus is on the underlying retrieval models, algorithms, and system implementations. Also examined is how an effective information search and retrieval is interrelated with the organization and description of information to be retrieved. Topics include: automatic indexing; thesaurus generation; Boolean, vector-space, and probabilistic models; clustering and classification; information filtering; distributed IR on the WWW; intelligent information agents; IR system evaluation; information visualization; and natural language processing in IR. Throughout the course, current literature from the viewpoints of both research and practical retrieval technologies both on and off the World Wide Web will be examined."	NULL
"1099"	"DePaul"	"CSC 576: Computational Advertising"	NULL	"Computational advertising is the problem of finding the best advertisement for a given user in a given on-line context. It is a complex and emerging area at the intersection of quantitative marketing, web search, data mining, recommendation, optimization, and algorithmic game theory. Students will read current scientific papers and explore a range of models both mathematically and empirically. Students can choose from three types of final course projects: implementation projects, research papers, or data analysis projects."	NULL
"1100"	"DePaul"	"CSC 577: Recommender Systems"	NULL	"Recommender systems offer personalized access to online information in product catalogs, social media networks, and document collections, among other applications. This class will introduce students to a range of approaches for building recommender systems including collaborative, content-based, knowledge-based, and hybrid methods. Students will implement recommendation algorithms using an open-sourced toolkit and conduct experimental evaluations."	NULL
"1101"	"DePaul"	"CSC 578: Neural Networks and Deep Learning"	NULL	"Course focuses on the algorithms, implement, and application of neural networks for learning about data. It will present how neural networks represent data and learn in supervised and unsupervised contexts with applications to language processing, classification, and regression problems. Topics include learning algorithms, and optimization methods, deep learning methods for deriving deep representations from surface features, recursive networks, Boltzmann machines and convolutional networks."	NULL
"1102"	"DePaul"	"CSC 594: Topics in Artificial Intelligence"	NULL	"Specific topics will be selected by the instructor and may vary with each quarter. Can be repeated for credit. Variable credit."	NULL
"1103"	"DePaul"	"CSC 598: Topics in Data Analysis"	NULL	"Specific topics will be selected by the instructor and may vary with each quarter. Can be repeated for credit. Variable credit."	NULL
"1104"	"DePaul"	"ECT 584: Web Data Mining"	NULL	"An in-depth study of the knowledge discovery process and its applications in Web mining, Web analytics and business intelligence.  The course provides coverage of various aspects of data collection and preprocessing, as well as basic data mining techniques for segmentation, classification, predictive modeling, association analysis, and sequential pattern discovery.  The primary focus of the course is the application of these techniques to Web analytics, user behavior modeling, e-metrics for business intelligence, Web personalization and recommender systems.  Also addressed are privacy and ethical issues related to Web data mining.  Students can choose from three types of final course projects: implementation projects, research papers, or data analysis projects.  Throughout the course, the students will learn and use a variety of data mining tools to analyze sample data sets as part of class assignments."	NULL
"1105"	"DePaul"	"GEO 441: Geographic Information Systems (Gis) for Community Development"	NULL	"This course will focus on applications of Geographic Information Systems (GIS) to community studies and community development. As an amalgam of information technologies (e.g. database management, Web 2.0) and earth measurement technologies (e.g. global positioning systems, remote sensing), GIS is rapidly entering the realm of community development. The course will explain how GIS works; enable students to learn techniques including mapping, spatial analysis, and data management; and provide students with the opportunity to apply GIS to community development. Cross-listed with MPS 552."	NULL
"1106"	"DePaul"	"GEO 442: Geographical Information Systems (Gis) for Sustainable Urban Development"	NULL	"This course will examine how GIS has been used to monitor, and evaluate efforts advancing sustainability in urban areas. Students will learn geospatial techniques in support of sustainable practices, including promoting energy efficiency, managing water resources, promoting sustainable options of transportation, improving access to local healthy foods, and responding to climate change. This is accomplished through hands-on lab activities and a case study conducted in collaboration with a non-profit organization engaged in promotion of sustainable practices in Chicago. GEO 441 (or instructor permission) is a prerequisite for this course."	NULL
"1107"	"DePaul"	"GPH 565: Designing for Visualization"	NULL	"Sources of graphical integrity and sophistication.  Data-Ink maximization.  Data density. The use of color to enhance features in data sets and the communication of information .  Effective use of space and time.  Use of 3D techniques to display multi-dimensional data.  The use of isosurfaces and volumetric techniques to display features of data sets.  Students will use a programmable system to produce their visualizations and will learn how to use procedural techniques to express graphical intent.  (Only one of GPH 570 and GPH 565 may be taken for credit)"	NULL
"1108"	"DePaul"	"HCI 512: Information Visualization and Infographics"	NULL	"Communicating information through visualizations. Students learn how to choose effective means to visualize data for (a) their intended audience(s) and (b) for the message they intend to communicate. Students practice creating and evaluating visualizations using a variety of tools and methods."	NULL
"1109"	"DePaul"	"IPD 451: Big Data and NoSQL Program"	NULL	"A 11-week certificate program covering popular NoSQL databases and how they fit with Big Data. This program requires a separate application for admission and $40 application fee. Please visit IPD.CDM.DEPAUL.EDU for information on how to enroll."	NULL
"1110"	"DePaul"	"IS 549: Data Warehousing"	NULL	"Introduction to data warehousing and the foundations of understanding the issues involved in building a successful data warehouse. Data warehouse development methodology and issues surrounding the planning of the data warehouse. Data quality and metadata in the data warehouse. Analysis, transformation and loading of data into a data warehouse. Development of the data architecture and physical design. Implementation and administration of the data warehouse."	NULL
"1111"	"DePaul"	"IS 574: Business Intelligence"	NULL	"Introduction to the concepts of business intelligence (BI) as components and functionality of information systems. How business problems can be solved effectively by using operational data to create data warehouses, and then applying data mining tools and analytics to gain new insights into organizational operations. Detailed discussion of the analysis, design and implementation of systems for BI, including: data management systems, decision support systems, group support systems, knowledge engineering, expert systems, and Web 2.0 tools. Case studies of application software, web tools, success and limitation as well as technical and social issues. ("	NULL
"1112"	"DePaul"	"IS 578: Information Technology Consulting"	NULL	"This course is for the IT professional.  The emphasis is on examining the models, techniques, and skill development for providing effective IT consulting services.  The course examines the structure of IT consulting markets; leading IT consulting practices; models and approaches for providing internal IT consulting services; sourcing strategies, evaluation of RFPs and response process contract formulation, client relations and project management; knowledge management and collaboration and IT strategies."	NULL
"1113"	"DePaul"	"MGT 559: Health Sector Management"	NULL	"This graduate level, hands-on course will discuss the evolution and current trends in the delivery and financing of health goods and services in the biotechnology, pharmaceutical, medical device, and health services delivery industries within the health sector. This course will equip students with the ability to use managerial epidemiology as a decision- making tool in marketing and operations in the health sector. Ultimately, this course will enable students to apply Michael Porter's Five Forces Model to analyze and manage the various industries within the health sector. This course will use lectures, role plays, simulations, and the case method."	NULL
"1114"	"DePaul"	"MGT 798: Topic: Managerial & Marketing Epidemiology*"	NULL	"Content and format of this course are variable.  An in-depth study of current issues in management."	NULL
"1115"	"DePaul"	"MKT 555: Decisions in Marketing Management"	NULL	"Students are provided with an overview of the marketing process for consumer-oriented firms.  Focus is placed on decision-making that aligns a firm's market offerings with the wants and needs of targeted segments of customers within a continuously changing environment.  Written cases/projects are part of the course assignment."	NULL
"1116"	"DePaul"	"MKT 530: Customer Relationship Management"	NULL	"Students are introduced to a new strategy methodology, CRM, which is currently being adopted by many organizations in efforts to enhance their competitive advantage.  Focus is placed on understanding how an enhanced customer relationship environment can differentiate an organization in a highly competitive marketplace.  Both the business and consumer markets are examined in multiple vertical  markets.  New technology demonstrations and their impact will be discussed.  Guest speakers provide current best-practice methods.  Topics included: Case analysis and projects make up the course assignments. MKT 555 is a prerequisite for this class. MKT 555 is a prerequisite for this class."	NULL
"1117"	"DePaul"	"MKT 534: Analytical Tools for Marketers"	NULL	"This course seeks to provide an in-depth understanding of both qualitative and quantitative analytical tools that are of critical importance to marketers.  These tools will help marketers avoid head-to-head competition, understand customer perceptions, understand customer preferences, develop accurate sales forecasts, and financially value marketing strategies.  The course is designed to be ""hands-on"" in that students will develop understanding mainly through conducting application projects and presenting results.  The course is also designed to be immediately applicable to marketers' current and future jobs. MKT 555 is a prerequisite for this class. MKT 555 is a prerequisite for this class."	NULL
"1118"	"DePaul"	"MKT 595: Internet and Interactive Marketing"	NULL	"Explores the emerging business models, rules, tactics, and strategies associated with this medium.  Integration with other channels and marketing operations is stressed.  Classes are discussion-based, drawing on current applied readings and cases from a variety of industries in both the business-to-business and business-consumer markets. MKT 555 is a prerequisite for this class. MKT 555 is a prerequisite for this class."	NULL
"1119"	"DePaul"	"MKT 798: Topic: Service Design & Patient Experience*"	NULL	"Content and format of this course is variable.  An in-depth study of current issues in marketing."	NULL
"1120"	"DePaul"	"MKT 798: Topic: Health Care Data Analysis"	NULL	"Content and format of this course is variable.  An in-depth study of current issues in marketing."	NULL
"1121"	"UW Sea"	"Introduction to Statistics & Probability"	NULL	"Covers the fundamentals of probability and mathematical statistics; axioms of probability, conditional and joint probability, random variables, univariate and multivariate distributions and densities, and moments; binomial, negative binomial, geometric, Poisson, normal, exponential distributions, and central limit theorem; and basic estimation and hypothesis testing theory."	NULL
"1122"	"UW Sea"	"Data Visualization & Exploratory Analytics"	NULL	"Learn how to create visual narratives from data science results and how to analyze the factors contributing to effective data visualization. This course covers the design and presentation of digital information using modern visualization software; the role of vision and perception; methods of presenting complex information to enhance comprehension and analysis; and the incorporation of visualization techniques into human-computer interfaces."	NULL
"1123"	"UW Sea"	"Applied Statistics & Experimental Design"	NULL	"Learn to design and carry out statistical experiments. Covers data analyses using comparisons between batches, analysis of variance and linear and logistic regression. Evaluation of assumptions; data transformation; reliability of statistical measures; resampling methods; validation of assumptions; interpretation; causation versus correlation."	NULL
"1124"	"UW Sea"	"Data Management for Data Science"	NULL	"Databases have been at the heart of commercial applications for decades, but today both commercial and scientific efforts depend on the management and manipulation of massive datasets, requiring the adaptation of database technology to new contexts. Learn the core concepts powering databases, and explore how these concepts are being used more broadly outside of traditional systems. Learn how to extract information using SQL and how to inspect query plans and use indexes to improve performance at both large and small scales. Learn how to work with unstructured and semi-structured data and how to apply emerging techniques in data cleaning, knowledge extraction and integration."	NULL
"1125"	"UW Sea"	"Statistical Machine Learning for Data Scientists"	NULL	"Introduces the theory and application of statistical machine learning. Topics include supervised versus unsupervised learning; cross-validation; the bias-variance trade-off; classification; k-means and hierarchical clustering; regularization and shrinkage approaches; non-linear approaches; local regression, spline models and generalized additive models; tree-based methods; and support vector machines."	NULL
"1126"	"UW Sea"	"Software Design for Data Science"	NULL	"Software is the currency of data science. Learn how to design and engineer effective sharable and reusable research projects that incorporate advanced computation and advanced data analysis, including best practices for version control, testing and automatic build management in addition to principles of style and structure."	NULL
"1127"	"UW Sea"	"Scalable Data Systems & Algorithms"	NULL	"Learn the specialized systems and algorithms that have been developed to work with data at scale, including MapReduce and its contemporaries; core techniques in distributed systems; characteristics of HPC and cloud platforms; and important scalable algorithms for graphs, streams and text."	NULL
"1128"	"UW Sea"	"Human-Centered Data Science"	NULL	"Introduction to the human aspects of data science: data ethics and data privacy, legal frameworks and intellectual property, provenance and reproducibility, data curation and preservation, user experience design and usability testing, data communication and societal impacts of data science."	NULL
"1129"	"UW Sea"	"Data Science Capstone"	NULL	"This quarter-long capstone focuses on addressing a real-world problem sourced from local partners in science, government and industry. Students will identify a data science problem in a real-world setting and develop the means to address it. Capstone projects can be research-oriented or design-oriented. Solutions are typically interactive, meaning the end product is something that can be implemented and used."	NULL
"1130"	"Tenn Cha"	"CPSC 5100: Theory of Computer Programming Languages"	NULL	"Theory and design of computer language systems including the formal theory of syntax, semantics of algorithmic languages, language classification, and a survey of procedure and problem oriented computer programming languages. Prerequisite: CPSC 5000 or placement, or department head approval. Standard letter grade. Differential Course Fee will be assessed"	NULL
"1131"	"Tenn Cha"	"CPSC 5210: Design and Analysis of Computer Algorithms"	NULL	"Introduction to parallel and distributed computing; models of parallel computers; parallel programming models; network topologies; performance metrics; theoretical evaluation of algorithms; implementation of candidate algorithms on sample distributed memory and shared memory architectures; background for practical implementation of new algorithms on parallel architectures. Prerequisite: department head approval. (Intermediate knowledge of FORTRAN or C/C++ programming is assumed.) Differential Course Fee will be assessed."	NULL
"1132"	"Tenn Cha"	"CPSC 5590: Advanced Computer Networks"	NULL	"The design of modern computer networks. Topics covered include the theory, design, engineering, installation, and performance analysis of networks to connect digital computers. The course will prepare students to plan, implement, and evaluate a network. Also includes peer-to-peer networks, the client-server model, network operating systems, mobile wireless network, and etc. The network and implementation tools may vary to meet current development trends. Prerequisite: CPSC 5020 or placement or department head approval. Differential course fee will be assessed. "	NULL
"1133"	"Tenn Cha"	"CPSC 5700: Advanced Computer Architecture"	NULL	"An advanced course in computer architecture. Topics may include classical uniprocessor architecture, parallel processing architectures, computer arithmetic, instruction sets, control unit design, instruction and arithmetic pipelines, CISC, RISC, superscalar and superpipelined architectures, memory hierarchies, cache and virtual memory mechanisms, and I/O operations. Prerequisite: CPSC 5020 or placement or department head approval. Standard letter grade. Differential Course Fee will be assessed."	NULL
"1134"	"Tenn Cha"	"CPSC 5800: Advanced Topics in Systems Software"	NULL	"Current topics drawn from the areas of modern operating systems, parallel software, and distributed computing systems. Topics covered may include the theory, design, programming, security, and performance analysis of particular computer systems software. Prerequisite: CPSC 5020 or placement or department head approval. Standard letter grade. Differential Course Fee will be assessed."	NULL
"1135"	"Tenn Cha"	"CPSC 5180: Programming Languages for Advanced Data"	NULL	"This course introduces students to the fundamental computing skills necessary for effective data analysis. Through this course students will learn a business/statistical programming language to read data, write functions, make informative graphics, and apply modern statistical methods to complex data sets. The course is designed to be of interest to students in a range of disciplines including health, insurance, education, sport and management. Prerequisite: CPSC 5240 or department head approval. Differential Course Fee will be assessed."	NULL
"1136"	"Tenn Cha"	"CPSC 5240: Principles of Data Analytics"	NULL	"The science of analyzing the data, generating insights, and making predictions. Provides an overview of advanced machine learning, data mining and statistical techniques. Prerequisite: CPSC 5000 or placement or department head approval. Standard letter grade. Differential Course Fee will be assessed."	NULL
"1137"	"Tenn Cha"	"CPSC 5440: Introduction to Machine Learning"	NULL	"Machine learning uses interdisciplinary techniques such as statistics, linear algebra, optimization, and computer science to create automated systems that can sift through large volumes of data at high speed to make predictions or decisions without human intervention. Machine learning as a field is now incredibly pervasive, with applications spanning from business intelligence to homeland security, from analyzing biochemical interactions to structural monitoring of aging bridges, and from emissions to astrophysics, etc. This class will familiarize students with a broad cross-section of models and algorithms for machine learning, and prepare students for research or industry application of machine learning techniques. Prerequisite: CPSC 5000 or department head approval. Differential course fee will be assessed."	NULL
"1138"	"Tenn Cha"	"CPSC 5530: Data Visualization and Exploration"	NULL	"The process of facilitating the understanding of complex data. Topics may include human perception & attention, visualization software & toolkits, maps, network visualization, multivariate visual representation, and exploratory data analysis. Prerequisite: CPSC 5000 or department head approval. Differential course fee will be assessed."	NULL
"1139"	"Tenn Cha"	"MATH 5130: Introduction to Probability and Statistics"	NULL	"Introduction to the theory of probability and its applications, counting techniques, discrete and continuous random variables and their distributions, mathematical expectation, moment generating functions, Central Limit Theorem"	NULL
"1140"	"Tenn Cha"	"MATH 5140: Mathematical Statistics"	NULL	"A continuation of MATH 5130. The Central Limit Theorem revisited, statistical inference, probability distributions of functions of random variables.  Prerequisite: MATH 5130 with a minimum grade of C or department head approval."	NULL
"1141"	"Tenn Cha"	"MATH 5150: Introduction to Biostatistics"	NULL	"Descriptive statistics, parametric and non-parametric inferential statistics, power and size analysis, ROC curve analysis, Bayes theorem, survival curve analysis, relative risks, and odds ratio. Prerequisite: MATH 5130 with a minimum grade of C or department head approval."	NULL
"1142"	"Tenn Cha"	"MATH 5160: Applied Statistical Methods"	NULL	"One and two factor ANOVA, simple and multiple regression and correlation, and time-series analysis. This course is recommended for students planning to take actuarial exams. Prerequisite: MATH 5130 with a minimum grade of C or department head approval."	NULL
"1143"	"Tenn Cha"	"MATH 5300: Mathematics of Interest"	NULL	"Mathematical theory of interest with applications, including accumulated and present value factors, annuities, yield rates, amortization schedules and sinking funds, depreciation, bonds and related securities. Background in logic and proof at the level of UTC MATH 3000 required. Standard letter grade."	NULL
"1144"	"Tenn Cha"	"MGT 5180: Prescriptive Analytics"	NULL	"This course covers a survey of optimizations and decision making techniques and offers practical recommendations for using these tools for operational business intelligence. Prerequisites: MGT 5810 or PMBA 5810 or MGT 5140 or department head approval. Standard Letter grade. Credit not allowed in both PMBA 5180 and MGT 5180. Differential course fee will be assessed."	NULL
"1145"	"Tenn Cha"	"MGT 5190: Data Mining and Analytics"	NULL	"This course provides an introduction to the field of business intelligence and analytics. The focus of this class is hands-on learning of how to use statistical techniques to solve business problems. It covers extensive use of data, quantitative analysis, exploratory and predictive models, and fact-based management to generate knowledge and drive decisions and actions. The use of key performance indicators, dashboards and scorecards for performance management and opportunity assessment are also addressed. This course expands on probability and statistical concepts, statistical modeling, and experimental design. This class uses a real-life data project and SAS Enterprise Guide. Prerequisite: MGT 5710 or PMBA 5010 or department head approval. Standard letter grade. Credit not allowed in both PMBA 5190 and MGT 5190. Differential course fee will be assessed."	NULL
"1146"	"Tenn Cha"	"MGT 5200: Advanced Data Analytics"	NULL	"This course covers advanced topics related to data analytics applications in the context of organizational information systems such as Enterprise Resource Planning, Customer Relationship Management, and Supply Chain Management. Topics include data manipulation, data exploration, neural networks, decision trees, cluster analysis, correlation, and predictive modeling. The focus of this course is hands-on learning of how to use statistical and algorithm-based techniques to solve business problems. The course uses real-life data project and SAS Enterprise Miner. Prerequisite: MGT 5190 or department head approval. Standard letter grade. Credit not allowed in both PMBA 5200 and MGT 5200. Differential course fee will be assessed."	NULL
"1147"	"Tenn Cha"	"ESC 5210: Seminar in Environmental Ethics"	NULL	"Examination of questions of rights and values which arise from reflection on human beings relationship to their natural environment. Emphasis on the constructive problem of developing a general environmental ethic. Prerequisite: ESC 4840."	NULL
"1148"	"Tenn Cha"	"ESC 5610: Advanced Applications of Remote Sensing and Geographic Information Systems"	NULL	"Use of aerial photography and digital data for practical application and analysis of local environs. Primary systems are ERDAS ARC GIS, and Arcview. Prerequisites: GEOG 4650 or GEOG 4660 or their equivalents. Crosslisted GEOG 5610. Laboratory/studio course fee will be assessed."	NULL
"1149"	"Tenn Cha"	"ESC 5610L: Advanced Applications of Remote Sensing & Geographic Information Systems Laboratory"	NULL	"Laboratory experience to support and enhance topics covered in ESC 5610. Corequisite: ESC 5610. Laboratory/studio course fee will be assessed."	NULL
"1150"	"Tenn Cha"	"ESC 5660: Geographic Information Systems"	NULL	"Introduction to fundamental principles of geographic information systems (GIS). Applications, data structures and basic functions of GIS. GIS computer programs are used to demonstrate basic GIS functions. Every fourth semester. Lecture 2 hours, laboratory 2 hours. Prerequisite: Department Head approval. Corequisite: ESC 5660L. Laboratory/studio course fee will be assessed."	NULL
"1151"	"Tenn Cha"	"ESC 5660L: Geographic Information Systems Laboratory"	NULL	"Laboratory experience to support and enhance topics covered in ESC 5660. Laboratory 2 hours. Corequisite: ESC 5660. Laboratory/studio course fee will be assessed."	NULL
"1152"	"Tenn Cha"	"ENGM 5040: Decision Making and Optimization Techniques"	NULL	"Engineering and mathematical optimization techniques for engineering/engineering management applications will be covered with an understanding of how the techniques can be applied, the mechanics of application, and the use in assisting the engineer/engineering manager. Topics are classical optimization techniques, probabilistic techniques, linear programming, dynamic programming, inventory, and waiting lines. Topics will focus on application of techniques to various industry segments such as research, manufacturing, transportation, distribution, and services. Prerequisite: department head approval. May be registered as ENGR 5040. Credit not allowed in both ENGM 5040 and ENGR 5040. Differential Course Fee will be assessed."	NULL
"1153"	"Tenn Cha"	"ENGM 5520: Reliability Engineering"	NULL	"Concepts and methods of reliability engineering. Included are the theoretical and practical tools for the design, production, testing and maintenance of engineering systems and components having a predictably low probability of failure. A systems approach to reliability management is emphasized. The topics will focus on practical application of techniques for improvement during design, start-up and steady state operation of products and processes from the technical manager’s perspective. Background in undergraduate statistics or equivalent. Knowledge of probability and statistical methods, numerical analysis, design of experiments, and hypothesis testing. Prerequisite: department head approval. May be registered in ENGR 5520. Credit not allowed in both ENGM 5520 and ENGR 5520. Differential Course Fee will be assessed."	NULL
